"","Ck.2","Ck.3","Ck.4","Ck.5","Ck.6","Ck.7","Ck.8","Ck.9","Ck.10","alg"
"16",0.606423017327238,0.459936891494348,0.467502639648627,0.343293462486419,0.492052727592977,0.385605951050595,0.30118588482219,0.365514350251956,0.283336999747071,1
"17",0.57544115453968,0.550936183897118,0.574659624159152,0.349912982560806,0.469290639038627,0.391165046581147,0.220711561242613,0.332553263500336,0.318594272539463,1
"18",0.560365230766279,0.44348273259498,0.629635300489957,0.597596755026991,0.31040221696585,0.348177288041179,0.305556804955082,0.339993088895565,0.29990618867285,1
"19",0.606438199241184,0.390130697553274,0.397283324950038,0.534096836941171,0.442963801521159,0.348564611284757,0.377714098318852,0.331104859645712,0.31718488655495,1
"20",0.73828732285925,0.71374779291848,0.615377585052765,0.48200395648938,0.377931759321732,0.323266447383563,0.377223652550069,0.38701170871744,0.339871734547923,1
"21",0.155949098580298,0.230825791177868,0.251728803952135,0.300083267631583,0.305740408873379,0.363781562468039,0.221183719234168,0.218262889565625,0.214488795678341,2
"22",0.0761385426471639,0.391541794413935,0.393249504190997,0.266838802106161,0.329436525265082,0.285053344820467,0.236771784509258,0.303055409622457,0.234159902368138,2
"23",0.189982322658011,0.156495831131845,0.239634857148064,0.231694772277123,0.264184306631592,0.247281904337955,0.280794818854007,0.194365193632062,0.243306666640131,2
"24",0.482933782665538,0.38423192753978,0.266044583005081,0.295302260086793,0.323125784049116,0.232121809363708,0.31234763200103,0.253443435282999,0.307851440686373,2
"25",0.38515963192136,0.176964464230333,0.262367657377731,0.395175700579179,0.353034075929935,0.307371165351165,0.442614697595494,0.443361220964926,0.256701235731711,2
"26",0.436151203029001,0.0834664000883228,0.278987960846478,0.284198975287524,0.216626577109757,0.316689215328123,0.208255294669602,0.372614958194035,0.228361422484333,2
"27",0.0652359145862368,0.337714918237857,0.23722164182997,0.250577858782386,0.370241203996739,0.251997256899831,0.211723364366146,0.262036350142726,0.262722776834688,2
"28",0.188701223063483,0.237075089292353,0.226481742870317,0.427316995593886,0.248563944678628,0.219715448589749,0.273464938217009,0.246726601877716,0.225218037684156,2
"29",0.0447027672850574,0.25216489820646,0.195902530315368,0.180895510435023,0.307806883540919,0.309951187357423,0.311585074590492,0.251914109579587,0.294643256740473,2
"30",0.348081614981199,0.143043509788487,0.235601595135245,0.409928151702772,0.339637158840635,0.184723092994526,0.282662348900407,0.390451785095876,0.271458228330485,2
"31",0.288082131189546,0.273159061682519,0.306999836772479,0.342420145747844,0.36844783922454,0.387193229024775,0.232939550742566,0.254820100593566,0.254595741702548,2
"32",0.0954511008103823,0.288672978224854,0.359750967577115,0.235679055871994,0.256804089806556,0.257079151417807,0.247539113833032,0.294911326584742,0.181694162561048,2
"33",0.226894967107962,0.181634371299839,0.259257096325303,0.267741585197402,0.267014653404482,0.293767660454812,0.324432584114546,0.214613739298947,0.170009582257393,2
"34",0.49790067741685,0.417329048362745,0.299572357805321,0.26656751210061,0.341612592393089,0.246811140070465,0.311700238056355,0.275368152920629,0.265756283327063,2
"35",0.518087272241186,0.149829924941909,0.28941626232761,0.357011931668509,0.346887077590131,0.270888485960957,0.355280164673996,0.430783946748385,0.270676048756608,2
"36",0.392390766107918,0.159374538292813,0.234324888821209,0.269829868710499,0.249346431638609,0.325252652700582,0.214395818746584,0.356350295869524,0.253384744105204,2
"37",0.077828656399256,0.343716581976289,0.283060363444765,0.273821441273675,0.355314795615788,0.281658562791082,0.256867845205142,0.231671914664036,0.306743152893236,2
"38",0.157264489001001,0.161518936248168,0.275902152465121,0.430710160843636,0.272764886872471,0.23438638838532,0.329647606907259,0.279885981778648,0.215128860916,2
"39",0.0522782327193581,0.212572127104483,0.193294966127854,0.226039944617705,0.298276343787305,0.306030722106408,0.305495798984414,0.273772536037474,0.416754375564722,2
"40",0.307223762069899,0.124398877021424,0.20627940152165,0.415497198095161,0.33076101693804,0.215143197995536,0.295535560118592,0.315989337507867,0.249896279711609,2
